x,y,z,p1_x,p1_y,p1_z,p2_x,p2_y,p2_z,p3_x,p3_y,p3_z
-258.973846,493.122406,1595.518066,-80.89373,272.483459,1129.453979,-13.508874,229.177048,1395.656372,-181.290085,160.389557,1357.430298
-252.231125,498.289948,1604.675659,-80.943382,272.553009,1129.446167,,,,-181.231522,160.517578,1357.458374
-244.538651,503.828339,1613.024902,-80.951469,272.63208,1129.439209,,,,-181.723511,161.028564,1357.62207
-236.958282,509.538116,1620.492798,-80.934471,272.713013,1129.436157,,,,-181.207306,160.850006,1357.656616
-228.09227,515.732117,1627.287842,-80.880638,272.796753,1129.442139,,,,-181.115524,161.027649,1357.664429
-219.271072,522.108398,1633.290527,-80.790878,272.882141,1129.444458,,,,-181.071259,161.276627,1357.665283
-210.788742,529.442444,1638.339966,-80.680992,272.972443,1129.447876,,,,-181.689438,162.062134,1357.951538
-201.46019,536.407532,1642.484497,-80.554726,273.083496,1129.466675,,,,-181.165222,161.991135,1357.751099
-192.22789,543.646423,1645.785156,-80.392197,273.205353,1129.467407,,,,-181.005066,162.25766,1357.713379
-182.106506,551.189453,1647.984497,-80.22924,273.33783,1129.484375,,,,-180.928787,162.661987,1357.701904
-172.090393,558.620056,1649.291748,-80.031242,273.48764,1129.492554,,,,-180.828033,163.026672,1357.636597
-161.738754,566.209229,1649.782349,-79.801422,273.648193,1129.521118,,,,-180.820145,163.50444,1357.643433
-151.536377,573.675842,1648.760742,-79.53981,273.819641,1129.555786,,,,-180.604309,164.27298,1357.785522
-140.781952,581.436707,1646.944946,-79.253029,273.983154,1129.565918,,,,-180.477905,164.797562,1357.779907
-129.922424,589.388062,1643.886963,-78.915871,274.176636,1129.585449,,,,-180.34935,165.346939,1357.826538
-118.771461,597.773743,1639.981689,-78.53035,274.400513,1129.597656,,,,-180.058685,165.821564,1357.703369
-107.453285,605.015259,1634.926392,-78.110954,274.608826,1129.587036,,,,-179.752319,166.338837,1357.537109
-96.247086,612.253113,1628.371338,-77.66964,274.804565,1129.571655,,,,-180.173508,167.434052,1358.064941
-85.316803,619.71991,1620.760742,-77.202492,274.996643,1129.574463,,,,-180.014343,168.133942,1358.098511
-74.044426,627.043762,1612.739502,-76.708519,275.194855,1129.578735,,,,-179.240616,167.955994,1357.794312
-63.145168,634.377808,1603.202026,-76.178741,275.447632,1129.614746,,,,-179.691544,169.554001,1358.372314
-52.227703,641.142395,1592.649536,-75.62236,275.671021,1129.624023,-6.735942,231.077911,1400.664673,-179.12915,170.078674,1358.139404
-40.929058,647.966064,1581.509766,-74.944336,275.838806,1129.491699,-5.071865,230.037338,1399.717407,-178.647858,170.58786,1357.922485
-30.11821,653.695251,1569.486938,-74.47467,276.09967,1129.64209,,,,-178.695038,171.40242,1358.204102
-19.109213,659.147644,1556.434814,-73.642456,276.179047,1129.384399,-2.110049,223.103775,1393.593018,-178.406403,172.396133,1358.036499
-8.131209,664.473816,1542.727051,-73.273254,276.676331,1129.781128,-1.420924,222.718079,1393.243286,-178.175934,173.216507,1357.978882
2.391989,668.695068,1528.262329,-72.635323,276.855042,1129.794312,-0.853796,222.444794,1392.906616,-177.959122,174.018036,1357.94812
13.451262,672.189697,1513.286011,-71.930206,276.982422,1129.754028,-0.906685,222.594864,1393.369507,-177.5103,174.684753,1357.652222
24.406818,675.139038,1498.60791,-71.491219,277.228912,1130.017578,-0.526227,222.954849,1393.298462,-176.756653,174.799683,1356.661133
35.630119,677.109802,1483.52478,-70.836624,277.380341,1130.028687,0.356734,222.165176,1392.654907,-176.478836,175.873703,1356.8125
46.70612,678.342896,1468.010132,-70.309006,277.592468,1130.100464,1.007383,221.935165,1392.281738,-176.286514,176.789536,1356.800659
57.951218,678.908081,1452.664429,-69.589645,277.617065,1130.160034,1.598087,221.803421,1391.94165,-176.045486,177.602509,1356.744019
69.604179,678.70874,1437.234131,-69.048004,277.670959,1130.19812,2.227274,221.87735,1391.412231,-175.811859,178.521652,1356.679443
81.259819,677.895447,1421.901855,-68.529175,277.792328,1130.233398,2.644993,221.985718,1391.266113,-175.857941,179.4272,1356.725464
92.900436,676.555054,1406.66272,-68.199135,278.05069,1130.520142,3.14897,221.736465,1391.057861,-175.685715,180.479294,1356.778198
105.096603,674.478455,1391.817993,-68.251358,278.578491,1131.211426,3.713951,221.771805,1390.805176,-175.422684,181.619141,1356.993286
117.214691,671.98468,1377.165894,-68.700897,279.591156,1132.391479,4.438807,221.925522,1390.57373,-175.216995,182.600967,1356.942871
129.719757,668.730408,1362.905518,-67.340736,278.737396,1131.30835,5.10383,221.897446,1390.216064,-174.907715,183.700592,1357.013062
142.027145,664.79657,1348.610107,-66.802879,278.826874,1131.120605,5.945844,222.010254,1389.598145,-174.450027,184.757217,1356.910156
154.7397,660.762024,1335.115601,-66.277153,278.744293,1130.94519,6.524883,222.016037,1389.33606,-174.133347,185.878784,1357.001465
167.329285,656.107239,1322.235962,-65.525528,278.627228,1130.34668,7.238433,221.7005,1388.941528,-173.851135,187.03627,1357.123169
179.567657,651.11554,1309.771973,-64.927399,278.691956,1129.822754,8.096922,222.060181,1388.390381,-173.538605,188.091095,1357.252319
192.1306,645.729187,1298.141113,-64.573662,278.826294,1129.627563,8.571197,222.222504,1388.299072,-173.226578,189.191284,1357.409424
204.407272,640.305481,1287.46582,-64.256798,278.944824,1129.485596,9.177251,221.876816,1387.965698,-172.939072,190.223831,1357.493652
216.666901,634.767273,1277.58606,-64.032478,279.065704,1129.398315,9.602015,221.949677,1387.739624,-172.698486,191.186722,1357.618408
228.912643,628.197144,1268.107666,-63.853966,279.164398,1129.289307,10.205086,222.10907,1387.253662,-172.551376,192.082535,1357.7323
241.196518,622.141418,1260.242676,-63.690411,279.286499,1129.178345,10.428887,222.414978,1386.782593,-172.67421,193.140106,1358.131836
253.504608,616.03363,1253.391846,-63.542469,279.405609,1129.070679,10.644397,222.441345,1386.698608,-172.35141,193.667191,1358.015259
266.003296,609.145447,1247.039551,-63.410362,279.562836,1128.961792,10.935732,222.237274,1386.635864,-172.502396,194.599152,1358.358154
278.644409,602.739868,1242.38269,-63.279064,279.737274,1128.865356,11.391321,222.508133,1386.877441,-172.411987,195.397446,1358.429688
291.408722,596.171875,1238.667236,-63.177147,279.903656,1128.773682,11.458724,222.366577,1387.089111,-172.36174,196.136902,1358.520264
